Catalogue,Artist,Title,format,"No of Items","Slip case",Sticker,Package,Booklet,"Vinyl Weight","Vinyl RPMs","Vinyl Colour",mp3,Notes,Manufacturer,"Sticker Manufacturer",ID
SMDCD518,"MOTT THE HOOPLE","WALKIN` WITH THE HOOPLE",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,216
SMDCD528,"THE SKATALITES","IN THE MOOD FOR SKA",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,217
SMDCD534,"DEAN MARTIN","THAT`S AMORE",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,218
SMDCD537,"VERA LYNN","A STAR FELL OUT OF HEAVEN",CD,2,0,0,Jewel,,,,,0,,,,219
SMDCD538,"ALBERT COLLINS","DEEP FREEZE",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,220
SMDCD540,"IAN GILLAN","SECOND SIGHT",2CD,2,0,0,Jewel,,,,,0,,,,221
SMDCD541,"BOBBY DARIN","FEELING GOOD?A CLASSIC COLLECTION",2CD,2,0,0,Jewel,,,,,0,,VDC,,222
SMDCD542,"JIMMY BUFFETT","NOW YER SQUAWKIN`",2CD,2,0,0,Jewel,,,,,0,,,,223
SMDCD543,"KENNY ROGERS","ALWAYS & FOREVER",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,224
SMDCD556,FAMILY,"IN THEIR OWN TIME",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,225
SMDCD557,"ROGER CHAPMAN","CHAPPO / LIVE IN HAMBURG",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,226
SMDCD558,"COLIN BLUNSTONE","GREATEST HITS & LIGHT INSIDE",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,227
SMDCD559,"JOHN MARTYN","LIVE AT LEEDS & MORE",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,228
SMDCD583,"TWISTED SISTER","LIVE AT HAMMERSMITH",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,229
SMDCD584,"ALICE COOPER","BRUTAL PLANET / DRAGON TOWN",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,230
SMDCD585,"ELO PART 2","ONE NIGHT IN AUSTRALIA",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,231
SMDCD586,DIO,"MAGICA / KILLING THE DRAGON",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,232
SMDCD587,"GEORGE THOROGOOD","HARD STUFF / RIDE TILL I DIE",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,233
SMDCD588,"DEEP PURPLE","IN CONCERT / LIVE MONTREAUX 96",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,234
SMDCD589,"STEVE MILLER BAND","THE SESSIONS",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,235
SMDCD590,"THE BEACH BOYS","LIVE AT KNEBWORTH",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,236
SMDCD591,CROWBAR,"EQUILIBRIUM / ODD FELLOWS REST",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,237
SMDCD593,"PETER GREEN","REACHING THE COLD 100 / TIME TRADERS",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,238
SMDCD594,"JAMES BROWN","ORIGINAL FUNK SOUL BROTHER",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,239
SMDCD597,"ELVIS PRESLEY","MEMPHIS DYNAMITE",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,240
SMDCD598,"FAIRPORT CONVENTION","FESTIVAL - CROPREDY 2002",2CD,2,0,0,Jewel,8pp,,,,0,,,,241
SMDCD599,"WISHBONE ASH","PAST & PRESENT",2CD,2,0,0,Jewel,,,,,0,,VDC,,242
SMDCD600,"SNOOP DOGG","DOGGY STYLE HITS",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,243
SMDCD601,USHER,"USHER & FRIENDS",2CD,0,0,0,,,,,,0,restickered,,,244
SMDCD603,"PETER GREEN","THE SUPERNATURAL - NOT ISSUED",2CD,0,0,0,,,,,,0,"restickered-Think about",,,245
SNAB900CD,"BOB MARLEY & THE WAILERS","TRENCH TOWN ROCK (RE-ISSUE)",4CD,0,0,0,,,,,,0,,VDC,"ANGLIA (stickers)",246
SNAB904CD,"JERRY LEE LEWIS","SUN ESSENTIALS",4CD,0,0,0,,,,,,0,,VDC,,247
SNAD503CD,"SAMMY DAVIS JNR","HERE`S SAMMY DAVIS JNR",2CD,0,0,0,,,,,,0,,,,248
SNAD507CD,"CURTIS MAYFIELD","SUPER FLY",2CD,0,0,0,,,,,,0,,,,249
SNAD512CD,"ART ENSEMBLE OF CHICAGO","LIVE IN PARIS",2CD,0,0,0,,,,,,0,,VDC,,250
SNAD513CD,"DON CHERRY","ORIENT / BLUE LAKE",2CD,0,0,0,,,,,,0,,VDC,,251
SNAD530CD,"SUN RECORDS","THE SAM PHILLIPS STORY",2CD,0,0,0,,,,,,0,,,,252
SNAD533CD,"SUN RA","SOLAR MYTH VOL 1 & 2",2CD,0,0,0,,,,,,0,,VDC,,253
SNAD534CD,"ARCHIE SHEPP","BLAS? LIVE",2CD,2,0,0,Jewel,8pp,,,,0,,VDC,,254
SNAD535CD,"SUN RECORDS","THE ESSENTIAL SUN RECORDS",2CD,0,0,0,,,,,,0,,,,255
SNAD539CD,"JIMI HENDRIX",EXPERIENCE,2CD,0,0,0,,,,,,0,,,,256
SNAD542CD,"JOHN LEE HOOKER","THE CREAM",2CD,2,0,0,Jewel,8pp,,,,0,"5 Colour Label",SP,,257
SNAD545CD,"SAMMY DAVIS JNR","WHERE IS LOVE ?",2CD,0,0,0,,,,,,0,,,,258
SNAD551CD,"THE MILLION DOLLAR QUARTET","50TH ANNIVERSARY EDITION",2CD,2,1,1,Jewel,12pp,,,,0,,VDC,,259
SNAD552CD,"CURTIS MAYFIELD","THE VERY BEST OF CURTIS",2CD,2,1,0,Jewel,,,,,0,,VDC,,260
SNAD555CD,"JEFFERSON AIRPLANE","LAST FLIGHT",2CD,0,0,0,,,,,,0,,VDC,,261
SNAD556CD,"QUICKSILVER MESSENGER SERVICE","AT THE KABUKI THEATRE",2CD,0,0,0,,,,,,0,,VDC,,262
SNAD557CD,"TOWNES VAN ZANDT","LEGEND - BEST OF",2CD,2,0,1,Jewel,12pp,,,,0,,VDC,,263
SNAD559CD,"DING DONG PRESENTS","VOL 1 - RABBIT ACTION & ROCK-A-BILLY BLUES",2CD,2,0,0,Jewel,8pp,,,,0,,OPTIMAL,,264
SNAD560CD,"DING DONG PRESENTS","VOL 2 - ROCK BOP BOOGIE & R & R PILLS",2CD,0,0,0,,,,,,0,,OPTIMAL,,265
SNAD661CD,"VARIOUS SOUL","SEHORN SOUL FARM",2CD,2,1,1,"Super jewel",12pp,,,,0,,OPTIMAL,"ANGLIA (stickers)",266
SNAD663CD,"GREGORY ISAACS","LOVE IS OVERDUE",2CD,2,1,1,Jewel,12pp,,,,0,"5-colour label and slipcase",SP,SP,267
SNAF833CD,"GIL SCOTT-HERON & BRIAN JACKSON","WINTER IN AMERICA",CD,1,0,1,Jewel,12pp,,,,0,"5 colour label",SP,,268
SNAJ720CD,"JIMI HENDRIX",EXPERIENCE,3CD,0,0,0,,,,,,0,,,,269
SNAJ722CD,"ELMORE JAMES","DUST MY BROOM",3CD,3,0,0,Clambox,24pp,,,,0,,"CHINA TRADING",,270
SNAJ723CD,"VEE JAY RECORDS","THE VEE JAY BOX SET",3CD,0,0,0,,,,,,0,,VDC,,271
SNAJ726CD,FUNKADELIC,"UNDER A GROOVE",3CD,3,0,0,Clambox,36pp,,,,0,,"CHINA TRADING",,272
SNAJ728CD,"JIMMY REED","The Essential Boss Man",3CD,3,0,0,Clambox,24pp,,,,0,,"CHINA TRADING",,273
SNAJ729CD,"TOWNES VAN ZANDT","TEXAS TROUBADOUR",4CD,4,0,1,Clambox,36pp,,,,0,,"CHINA TRADING","CHINA TRADING",274
SNAJ730CD,"FIRE & FURY","THE FIRE & FURY STORY",3CD,0,0,0,,,,,,0,,,,275
SNAJ732CD,CURTOM,"THE CURTOM STORY",3CD,0,0,0,,,,,,0,,,,276
SNAJ734CD,"VARIOUS ARTISTS","THE SOUND STAGE SEVEN STORY",3CD,0,0,0,,,,,,0,,,,277
SNAJ735CD,"INTERNATIONAL ARTISTS RECORDS","NEVER EVER LAND",3CD,3,0,0,Clambox,Other,,,,0,,"CHINA TRADING",,278
SNAJ736CD,"THE YARDBIRDS","YARDBIRDS STORY",4CD,4,0,0,Clambox,Other,,,,0,,"CHINA TRADING",,279
SNAJ737CD,"JERRY LEE LEWIS","SUN ESSENTIALS",4CD,4,0,0,Clambox,36pp,,,,0,,"CHINA TRADING",,280
SNAJ738CDX,"NINA SIMONE","NINA SIMONE STORY",3CD,0,0,0,,,,,,0,,,,281
SNAJ739CDX,"JIMI HENDRIX","THE LAST EXPERIENCE",3CD,0,0,0,,,,,,0,,OPTIMAL,,282
SNAJ740CD,"CURTIS MAYFIELD","SOUL LEGACY",4CD,4,0,0,Clambox,Other,,,,0,,"CHINA TRADING",,283
SNAJ741CDX,"JOHNNY CASH","THE COMPLETE SUN MASTERS",3CD,3,0,1,Clambox,36pp,,,,0,,"CHINA TRADING","CHINA TRADING",284
SNAJ742CD,"JEFFERSON AIRPLANE","FLIGHT BOX",3CD,3,0,0,Clambox,20pp,,,,0,,"CHINA TRADING",,285
SNAJ743CD,"SUN RECORDS","SUN ROCKABILLY MELTDOWN",3CD,3,0,0,Clambox,Other,,,,0,,"CHINA TRADING",,286
SNAJ744CD,"CHARLIE RICH","THE COMPLETE SUN MASTERS",3CD,3,0,0,Clambox,36pp,,,,0,,"CHINA TRADING",,287
SNAJ745CD,"BOB MARLEY & THE WAILERS","TRENCH TOWN ROCK",4CD,4,0,0,Clambox,36pp,,,,0,,"CHINA TRADING",,288
SNAJ748CD,"13TH FLOOR ELEVATORS","THE ALBUMS COLLECTION",4CD,4,0,0,Clambox,16pp,,,,0,,"CHINA TRADING",,289
SNAM950CD,"THE GOLDEN DAWN","POWER PLANT ( SUPER JEWEL CASE )",CD,1,0,1,"Super jewel",16pp,,,,0,,EURODISC,,290
SNAM951CD,"13TH FLOOR ELEVATORS","SINGLES COLLECTION ( SUPER JEWEL CASE )",CD,1,0,1,"Super jewel",16pp,,,,0,,EURODISC,,291
SNAM952CD,"MILLER SISTERS","GOT YOU ON MY MIND ( SUPER JEWEL CASE )",CD,1,0,0,Jewel,12pp,,,,0,,OPTIMAL,,292
SNAM953CD,"BUBBLE PUPPY","A GATHERING OF PROMISES ( SUPER JEWEL CASE )",CD,1,0,1,"Super jewel",16pp,,,,0,"5 colour label",SP,SP,293
SNAP001CD,FUNKADELIC,"THE BEST OF..",CD,1,0,0,Digipack4,4pp,,,,0,,VDC,VDC,294
SNAP002CD,"THE METERS","THE VERY BEST OF THE METERS",CD,1,0,0,Digipack4,8pp,,,,0,,OPTIMAL,,295
SNAP003CD,"MACEO AND ALL THE KING`S MEN","DOING THEIR OWN THING",CD,1,0,0,"Super jewel",8pp,,,,0,"another manuf as well ?",SP,,296
SNAP004CD,"JIMI HENDRIX",EXPERIENCE,CD,1,0,0,Jewel,12pp,,,,0,,VDC,,297
SNAP008CD,MAGMA,LIVE,CD,1,0,0,Jewel,4pp,,,,0,"Booklets At Delga",SP,,298
SNAP009CD,GONG,"CAMEMBERT ELECTRIQUE",CD,1,0,0,"Super jewel",8pp,,,,0,,SP,,299
SNAP015CD,GONG,"ANGEL`S EGG",CD,1,0,0,Jewel,8pp,,,,0,,VDC,,300
SNAP025CD,GONG,"FLYING TEAPOT",CD,1,0,0,Digipack4,8pp,,,,0,,OPTIMAL,,301
SNAP026CD,"THE MILLION DOLLAR QUARTET","THE COMPLETE SESSION",CD,1,0,0,Digipack4,12pp,,,,0,"Jewel Version At Optimal",VDC,,302
SNAP066CD,"ART ENSEMBLE OF CHICAGO","JACKSON IN YOUR HOUSE / MESSAGE FROM..",CD,1,0,0,Jewel,8pp,,,,0,,VDC,VDC,303
SNAP067CD,"DON CHERRY","MU?FIRST PART & SECOND PART",CD,1,0,0,Jewel,8pp,,,,0,,VDC,,304
SNAP101CD,GONG,"PLANET GONG - FLOATING ANARCHY 1977",CD,1,0,0,Jewel,4pp,,,,0,,VDC,VDC,305
SNAP130CD,"JOHN LEE HOOKER","I`M JOHN LEE HOOKER",CD,1,0,0,Jewel,8pp,,,,0,,VDC,,306
SNAP131CD,"JIMMY REED","I`M JIMMY REED",CD,1,0,0,Jewel,8pp,,,,0,,VDC,VDC,307
SNAP132CD,"13TH FLOOR ELEVATORS","EASTER EVERYWHERE",CD,1,0,0,"Super jewel",12pp,,,,0,,SP,SP,308
SNAP136CD,"LIGHTNIN` HOPKINS","LIGHTNIN` STRIKES",CD,0,0,0,,,,,,0,,VDC,,309
SNAP139CD,DILLINGER,COCAINE,CD,0,0,0,,,,,,0,,,,310
SNAP145CD,"JOHN LEE HOOKER",TRAVELLIN`,CD,1,0,0,"Super jewel",8pp,,,,0,,SP,,311
SNAP146CD,"JIMMY REED","ROCKIN` WITH REED",CD,1,0,0,"Super jewel",8pp,,,,0,,SP,,312
SNAP147CD,LOVE,"LIVE IN L.A.",CD,1,0,0,"Super jewel",12pp,,,,0,"5 colour label",SP,,313
SNAP148CD,GONG,YOU,CD,1,0,0,Jewel,8pp,,,,0,,VDC,,314
SNAP149CD,"SMALL FACES","THE SMALL FACES",CD,1,0,0,"Super jewel",8pp,,,,0,"5 colour label",SP,,315
SNAP160CD,MAGMA,"USU WUDU",CD,1,0,0,Jewel,8pp,,,,0,,VDC,,316
SNAP162CD,"ARCHIE SHEPP","YASMIN / POEM FOR MALCOLM",CD,0,0,0,,,,,,0,,,,317
SNAP164CD,"THE NICE","ARS LONGA VITA BREVIS",CD,1,0,1,Jewel,8pp,,,,0,,SP,SP,318
SNAP191CD,"JAZZ ON A SUMMER`S DAY","JAZZ ON A SUMMER`S DAY O.S.T.",CD,0,0,0,,,,,,0,,VDC,,319
SNAP199CD,GONG,"MAGICK BROTHER",CD,1,0,0,,,,,,0,,SP,,320
SNAP200CD,MAGMA,ATTAHK,CD,1,0,0,"Super jewel",8pp,,,,0,,SP,,321
SNAP201CD,"13TH FLOOR ELEVATORS","BULL OF THE WOODS",CD,0,0,0,,,,,,0,,VDC,,322
SNAP209CD,"THE YARDBIRDS","THE VERY BEST OF..",CD,1,0,0,Jewel,12pp,,,,0,"5 colour label",SP,,323
SNAP210CD,"DINAH WASHINGTON","THE VERY BEST OF DINAH WASHINGTON",CD,1,0,0,Digipack4,8pp,,,,0,,VDC,,324
SNAP211CD,"13TH FLOOR ELEVATORS","THE VERY BEST OF THE 13TH FLOOR ELEVATORS",CD,1,0,0,Digipack4,8pp,,,,0,,OPTIMAL,,325
SNAP212CD,"NEVILLE BROTHERS","THE VERY BEST OF THE NEVILLE BROTHERS",CD,0,0,0,,,,,,0,,,,326
SNAP214CD,FUNKADELIC,"ONE NATION UNDER A GROOVE",CD,1,0,0,"Super jewel",8pp,,,,0,"5 colour label-jewel july ?",SP,,327
SNAP215CD,FUNKADELIC,"THE ELECTRIC SPANKING OF WAR BABIES",CD,0,0,0,,,,,,0,,OPTIMAL,,328
SNAP216CD,"NINA SIMONE","NINA SIMONE",CD,1,0,0,Jewel,8pp,,,,0,,OPTIMAL,,329
SNAP217CD,"BOBBY WOMACK","CHECK IT OUT",CD,0,0,0,,,,,,0,,VDC,,330
SNAP226CD,"BETTY EVERETT","THE VERY BEST OF THE VEE JAY YEARS",CD,1,0,0,Jewel,8pp,,,,0,,CSV,,331
SNAP228CD,"GENE CHANDLER","THE VERY BEST OF THE VEE JAY YEARS",CD,0,0,0,,,,,,0,,VDC,,332
SNAP231CD,"BOBBY WOMACK","ACROSS 110TH STREET O.S.T.",CD,0,0,0,,,,,,0,,VDC,,333
SNAP233CD,"CURTIS MAYFIELD",CURTIS,CD,1,0,0,Digipack4,8pp,,,,0,,OPTIMAL,,334
SNAP235CD,"LEE DORSEY","HOLY COW - THE VERY BEST OF LEE DORSEY",CD,0,0,0,,,,,,0,,VDC,,335
SNAP236CD,"CURTIS MAYFIELD",ROOTS,CD,1,0,0,Jewel,8pp,,,,0,,VDC,,336
SNAP239CD,"LEROY HUTSON","LUCKY FELLOW - THE VERY BEST OF LEROY HUTSON",CD,0,0,0,,,,,,0,,VDC,,337
SNAP243CD,"THE SHANGRI-LA`S","THE VERY BEST OF THE SHANGRI-LA`S",CD,0,0,0,,,,,,0,,VDC,,338
SNAP244CD,"CURTIS MAYFIELD","THERE`S NO PLACE LIKE AMERICA TODAY",CD,1,0,0,Jewel,8pp,,,,0,,VDC,,339
SNAP245CD,"STAPLE SINGERS","LET`S DO IT AGAIN O.S.T.",CD,1,0,0,Jewel,8pp,,,,0,,VDC,,340
SNAP249CD,"SAMMY DAVIS JNR","THE VERY BEST OF SAMMY DAVIS JNR",CD,0,0,0,,,,,,0,,,,341
SNAP250CD,GONG,"THE VERY BEST OF GONG",CD,1,0,0,"Super jewel",8pp,,,,0,,SP,,342
SNAP251CD,"THE IMPRESSIONS","THE VERY BEST OF THE IMPRESSIONS",CD,0,0,0,,,,,,0,,,,343
SNAP253CD,"JAMES BROWN","LIVE AT STUDIO 54",CD,0,0,0,,,,,,0,,,,344
SNAP254CD,"CURTIS MAYFIELD","BACK TO THE WORLD",CD,1,0,0,Jewel,8pp,,,,0,,VDC,,345
SNAP255CD,"THE LAST POETS","THE VERY BEST OF THE LAST POETS",CD,0,0,0,,,,,,0,,SP,,346
SNAP258CD,"CURTIS MAYFIELD","SUPER FLY",CD,1,0,0,Digipack4,8pp,,,,0,,OPTIMAL,,347
SNAP260CD,"ELMORE JAMES","THE FINAL SESSIONS - NEW YORK 1963",CD,0,0,0,,,,,,0,,,,348
SNAP263CD,"MAVIS STAPLES","A PIECE OF THE ACTION",CD,1,0,0,Jewel,8pp,,,,0,"5 colour label",SP,,349
SNAP266CD,"THE DELLS","THE VERY BEST OF THE DELLS",CD,0,0,0,,,,,,0,,,,350
SNAP267CD,"ORIGINAL BLIND BOYS OF ALABAMA","JUST A CLOSER WALK WITH THEE",CD,0,0,0,,,,,,0,,,,351
SNAP268CD,"RED BIRD RECORDS","GO GIRLS - RED BIRD",CD,0,0,0,,,,,,0,,SP,,352
SNAP272CD,"THE YARDBIRDS","FIVE LIVE",CD,1,0,0,"Super jewel",8pp,,,,0,,SP,,353
SNAP273CD,FUNKADELIC,"UNCLE JAM WANTS YOU",CD,1,0,0,Digipack4,8pp,,,,0,,VDC,,354
SNAP274CD,"CURTIS MAYFIELD","CURTIS LIVE",CD,0,0,0,,,,,,0,,VDC,,355
SNAP276CD,"JOHNNY CASH","WITH HIS HOT & BLUE.. / SINGS THE SONGS",CD,0,0,0,,,,,,0,,,,356
SNAP277CD,"RED CRAYOLA","THE PARABLE OF ARABLE LAND / GOD BLESS THE RED KRAYOLA AND ALL WHO SAIL IN HER",CD,0,0,0,,,,,,0,,VDC,,357
SNAP278CD,"CURTIS MAYFIELD","GOT TO FIND A WAY & SWEET EXORCIST",CD,1,0,0,Digipack4,12pp,,,,0,,SP,,358
SNAP280CD,"CURTIS MAYFIELD","NEVER SAY YOU CAN`T SURVIVE / GIVE, GET, TAKE & HAVE",CD,1,0,0,Digipack4,8pp,,,,0,,SP,,359
SNAP281CD,"THE IMPRESSIONS","THIS IS MY COUNTRY / YOUNG MOD`S?",CD,1,0,0,Digipack4,12pp,,,,0,,VDC,,360
SNAP282CD,"STAPLE SINGERS","THE BEST OF THE VEE-JAY YEARS",CD,0,0,0,,,,,,0,,,,361
SNAP283CD,"JEFFERSON AIRPLANE","AT GOLDEN GATE PARK",CD,1,0,0,Digipack4,8pp,,,,0,,SP,,362
SNAP284CD,"JOHNNY CASH","GREATEST HITS & NOW HERE`S?",CD,0,0,0,,,,,,0,,,,363
SNAP285CD,"JOHNNY CASH","ALL ABOARD BLUE TRAIN / ORIGINAL SUN..",CD,1,0,0,Digipack4,12pp,,,,0,"5 colour label",SP,,364
SNAP286CD,"JERRY LEE LEWIS","JERRY LEE LEWIS & GREATEST!",CD,0,0,0,,,,,,0,,VDC,,365
SNAP287CD,"CURTIS MAYFIELD","SHORT EYES / DO IT ALL NIGHT",CD,1,0,0,"Super jewel",8pp,,,,0,"5 colour label",SP,,366
SNAP288CD,"NINA SIMONE","SINGS BILLIE HOLIDAY / THE GOSPEL?",CD,0,0,0,,,,,,0,,CSV,,367
SNAP289CD,"SMALL FACES","OGDENS' NUTGONE FLAKE",CD,1,0,0,Jewel,12pp,,,,0,,VDC,,368
SNAP290CD,"HUMBLE PIE","TOWN AND COUNTRY",CD,0,0,0,,,,,,0,,VDC,,369
SNAP291CD,"CARL PERKINS","THE DANCE ALBUM OF CARL PERKINS",CD,0,0,0,,,,,,0,,VDC,,370
SNAP292CD,"CURTIS MAYFIELD","HONESTY / LOVE IS THE PLACE",CD,0,0,0,,,,,,0,,,,371
SNAP293CD,"JEFFERSON AIRPLANE","AT THE FAMILY DOG BALLROOM",CD,0,0,0,,,,,,0,,OPTIMAL,,372
SNAP295CD,"CURTIS MAYFIELD","WE COME IN PEACE / TAKE IT TO THE STREETS",CD,1,0,0,"Super jewel",12pp,,,,0,"5 colour label",SP,,373
SNAP296CD,"ROY ORBISON","AT THE ROCKHOUSE",CD,0,0,0,,,,,,0,,SP,,374
SNAP297CD,"QUICKSILVER MESSENGER SERVICE","CASTLES IN THE SAND",CD,1,0,0,"Super jewel",8pp,,,,0,"5 colour label",SP,,375
SNAP298CD,"ALBERT KING","ALBERT & NEW ORLEANS HEAT",CD,1,0,0,"Super jewel",8pp,,,,0,,SP,,376
SNAP299CD,"THE SPANIELS","THE VERY BEST OF THE SPANIELS",CD,1,0,0,"Super jewel",12pp,,,,0,"5 colour label",SP,,377
SNAP300CD,"NINA SIMONE","LIVE AT BERKELEY / GIFTED & BLACK",CD,1,0,0,"Super jewel",12pp,,,,0,"5 colour label",SP,,378
SNAP301CD,"CURTIS MAYFIELD","LIVE IN EUROPE",CD,1,0,0,"Super jewel",12pp,,,,0,"5 colour label",SP,,379
SNAP302CD,FUNKADELIC,"HARDCORE JOLLIES",CD,1,0,0,Digibook,,,,,0,,SP,,380
SNAP805CDX,CURTOM,"CURTOM FUNK",CD,1,0,1,Jewel,,,,,0,,VDC,,381
SNAP806CDX,"THE JACKSON 5 FEAT MICHAEL JACKSON","THE FIRST RECORDINGS",CD,0,0,0,,,,,,0,,OPTIMAL,,382
SNAP807CDX,"VARIOUS ARTISTS","HAVE YOURSELF A SOULFUL CHRISTMAS",CD,1,0,0,Jewel,4pp,,,,0,,SP,,383
SNAX602CD,"THE GOLDEN DAWN","POWER PLANT",CD,0,0,0,,16pp,,,,0,"only one mb pressing","CHINA TRADING",,384
SNAX603CD,"BUBBLE PUPPY","A GATHERING OF PROMISES",CD,0,0,0,,16pp,,,,0,"only one mb pressing","CHINA TRADING",,385
SNAX608CD,"LOST & FOUND","EVERYBODY`S HERE",CD,0,0,0,,16pp,,,,0,"only one mb pressing","CHINA TRADING",,386
SNAX609CD,"ENDLE ST. CLOUD","THANK YOU VERY MUCH",CD,0,0,0,,16pp,,,,0,"only one mb pressing","CHINA TRADING",,387
SNAX614CD,"13TH FLOOR ELEVATORS","SINGLES COLLECTION",CD,1,0,1,"Media book",,,,,0,"only one mb pressing","CHINA TRADING","CHINA TRADING",388
SNAX615CD,"13TH FLOOR ELEVATORS","HEADSTONE - THE CONTACT SESSIONS",CD,1,0,1,"Media book",16pp,,,,0,"only one mb pressing","CHINA TRADING","CHINA TRADING",389
SNAX616CD,"13TH FLOOR ELEVATORS","THE PSYCHEDELIC SOUNDS OF THE 13TH FLOOR ELEVATORS",2CD,2,0,1,"Media book",16pp,,,,0,,"CHINA TRADING","CHINA TRADING",390
SNAX617CD,"13TH FLOOR ELEVATORS","EASTER EVERYWHERE",2CD,2,0,1,"Media book",16pp,,,,0,,"CHINA TRADING","CHINA TRADING",391
SNAX618CD,"13TH FLOOR ELEVATORS","BULL OF THE WOODS",2CD,2,0,1,"Media book",16pp,,,,0,"only one mb pressing","CHINA TRADING","CHINA TRADING",392
SNAX619CD,"DAVE ALLEN","COLOUR BLIND",CD,1,0,1,"Media book",16pp,,,,0,"only one mb pressing","CHINA TRADING","CHINA TRADING",393
SNAX620CD,"INTERNATIONAL ARTISTS RECORDS","EPITAPH FOR A LEGEND",2CD,2,0,1,"Media book",Other,,,,0,,"CHINA TRADING","CHINA TRADING",394
SNAX621CD,"RED CRAYOLA","THE PARABLE OF ARABLE LAND",2CD,2,0,1,"Media book",12pp,,,,0,,"CHINA TRADING","CHINA TRADING",395
SNAX623CD,"BIG BROTHER & THE HOLDING COMPANY","BALL AND CHAIN",2CD,2,0,1,"Media book",24pp,,,,0,,"CHINA TRADING","CHINA TRADING",396
SNAX624CD,"ALLEN TOUSSAINT","EVERYTHING I DO GONH BE FUNKY",2CD,2,0,1,"Media book",12pp,,,,0,,"CHINA TRADING","CHINA TRADING",397
SNAX625CD,"THE SHANGRI-LAS",REMEMBER,2CD,2,0,1,"Media book",20pp,,,,0,,"CHINA TRADING","CHINA TRADING",398
SNAX626CD,"RED BIRD RECORDS","THE RED BIRD STORY",2CD,2,0,1,"Media book",20pp,,,,0,,"CHINA TRADING","CHINA TRADING",399
SNAX627CD,"THE METERS","HERE COMES THE METER MAN",2CD,2,0,1,"Media book",,,,,0,,TAKT,,400
SNAX628CD,"LEE DORSEY","SOUL MINE - THE GREATEST HITS",2CD,2,0,1,"Media book",,,,,0,,TAKT,,401
SNAX629CD,"VEE JAY RECORDS","VEE JAY RECORDS PRESENTS THE BLUES",2CD,2,0,1,"Media book",16pp,,,,0,,"CHINA TRADING","CHINA TRADING",402
SNAX630CD,"JIMMY REED","I`M JIMMY REED",2CD,2,0,1,"Media book",Other,,,,0,,"CHINA TRADING","CHINA TRADING",403
SNAX631CD,"RED KRAYOLA","GOD BLESS THE RED KRAYOLA ...",CD,2,0,1,"Media book",12pp,,,,0,,"CHINA TRADING","CHINA TRADING",404
SNAX632CD,"AARON NEVILLE","HERCULES - THE COMPLETE SINGLES",2CD,2,0,1,"Media book",12pp,,,,0,,"CHINA TRADING","CHINA TRADING",405
SNAX633CD,"THE TRASHMEN","SURFIN` BIRD",CD,1,0,1,"Media book",12pp,,,,0,,TAKT,TAKT,406
SNAX634CD,"ERNIE K DOE","HERE COMES THE GIRLS - BEST OF",2CD,2,0,1,"Media book",12pp,,,,0,,"CHINA TRADING","CHINA TRADING",407
SNAX635CD,"IRMA THOMAS","SOUL QUEEN OF NEW ORLEANS ( 2CD SET )",2CD,2,0,1,"Media book",12pp,,,,0,,"CHINA TRADING","CHINA TRADING",408
SROLLCD501,"VARIOUS ROCK N ROLL","REAL WILD CHILD",2CD,2,0,0,Jewel,4pp,,,,0,,OPTIMAL,,409
SROLLCD801,"THE EVERLY BROTHERS","WHEN WILL I BE LOVED ?",CD,1,0,0,Jewel,8pp,,,,0,,,,410
SROLLCD804X,"JERRY LEE LEWIS","WHOLE LOT OF SHAKIN`",CD,1,0,0,Jewel,8pp,,,,0,,SP,,411
SROLLCD805X,"CARL PERKINS","BOPPIN` BLUE SUEDE SHOES",CD,1,0,0,Jewel,12pp,,,,0,,SP,,412
SROLLCD806X,"BILLY LEE RILEY","RED HOT",CD,1,0,0,Jewel,8pp,,,,0,,SP,,413
SROLLCD808X,"SONNY BURGESS","THE ARKANSAS WILD MAN",CD,1,0,0,Jewel,12pp,,,,0,,SP,,414
SROLLCD810X,"WARREN SMITH","ROCKABILLY LEGEND",CD,1,0,0,Jewel,12pp,,,,0,,SP,,415
